username,tweet
52__Bada,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
randolphcjpn,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
DimSumLee,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
MsLee44418702,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
vvvickie1,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
ApppleCrumble,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
Hailey88945059,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
LungZenoOpen,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
truthfor831,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
h_ychuen,RT @Woppa1Woppa: #HKUST.  Students continue supporting Chow and some parents joined the chants and gave them applause.  At the end they lef…
mangosorbet11,"RT @Dystopia992: The moment when #HKPolice fired tear gas at #press, on a police vehicle before they leave.

Proof of #HKPoliceTerrorism —…"
abstractmachine,"RT @hardmaru: Adversarial Attack on Demand

“Inspired by the protests, this cap blocks facial recognition when used. Plans are available fo…"
Weconnect_AsOne,"RT @FreedomHKG: StudentChow injured under Suspicious Circumstances!
#HongKongProtests #RipChow #HKHumanRightsandDemocracyAct 
#StandWithHon…"
billbeleven,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
TorinHere,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
StephanieChow18,"Actually HK Police are not doggy, they are rubbish!!!!!!
#HongKong #USA #UK #HongKongProtests… https://t.co/9I4SbBEbO5"
morinokinoko133,"RT @tictoc: 🇭🇰 ""Give us the truth.""

Masked protesters marched in Hong Kong's Central business district to demand an investigation on the p…"
L42815,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
kelvin827,"RT @tictoc: 🇭🇰 ""Give us the truth.""

Masked protesters marched in Hong Kong's Central business district to demand an investigation on the p…"
AnnetteTsangTC,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
Tamei,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
TefutefuH,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
calvin_hokf,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
lf2net900,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
DimSumLee,RT @frances_sit: Hundreds of #HongKong people have participated in flash-mob marches/rallies in diff districts to mourn the death of the US…
waterchrisice1,RT @ajmm19923493: I hope everyone can spend a moment listening to this HKUST student’s speech. He is a new immigrant to #HongKong. I’ve tra…
SCtheComedian,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
MsLee44418702,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
paris_mixian,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
LamLamChan3,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
atlashongkong1,"RT @ajmm19923493: Int’l students from #China did it again! This time at Truman State U, Kirksville, Missouri. 🇨🇳 folks stormed a Free #Hong…"
AishaLu5,RT @_jasmineleung_: #NOW: Over hundreds of @CUHKofficial graduands today have taken the advantage of their congregation to express their #5…
fightfo31061274,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
kly49404365,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
hanayuk51598707,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
Anapple92844217,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
vvvickie1,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
June609612616,"Never forget
Never forgive

#HKPoliceBrutality 
#HongKongProtests 
#FreeHongKong 
#圍爐 https://t.co/EbOdj2t3uO"
atlashongkong1,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
fightfo31061274,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
ttttt_katie,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
Tamei,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
TeresaSkaggs5,RT @ezracheungtoto: #BREAKING: Local media outlet Hong Kong Citizen News has disclosed a dash cam video showing that riot police had entere…
davidpoon13,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
hanayuk51598707,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
shiroihamusan,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
gengarhocute,RT @HongKongFP: A new cartoon from Chinese artist @Badiucao after a student died following a fall during a police operation on Sunday. Full…
Alice167167,RT @_jasmineleung_: #NOW: Over hundreds of @CUHKofficial graduands today have taken the advantage of their congregation to express their #5…
HongKongers8,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
HkSmallpotato,RT @RobertJonGodden: These statistics are a withering indictment of the gov’s handling of the #HongKongProtests. It is clear that the use o…
Ruiqi_Wang_cn,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
JOceanW,RT @frances_sit: Hundreds of #HongKong people have participated in flash-mob marches/rallies in diff districts to mourn the death of the US…
YIJICHEN,"RT @oneforhk: The men was actually wanted to rescue the students who fell from 3/F. So he tried to stop #HKPolice, in order to let the ambu…"
yoox5135,"RT @frances_sit: After cops left, protesters blocked the junction with traffic cones, rubbish bins etc again. #HongKongProtests https://t.c…"
haru530099971,#hongkongprotests What they want is no elections at all.  Because they know they would lose. https://t.co/Adaz44fr35
orangeyuiyui,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
HongKongers8,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
ericleung9999,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
Summer13518493,"RT @FreedomEugeneUS: In response to delayed police action, Sec. of Security John Lee said the 24000 calls on 7/21 YuenLong attack were from…"
davidpoon13,RT @Woppa1Woppa: #HKUST.  Students continue supporting Chow and some parents joined the chants and gave them applause.  At the end they lef…
py01302016,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
MrPotat19286746,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
sorin_emmanuel,"RT @ChalecosAmarill: 📽🆘️ “This mask is a symbol of resistance against tyranny,” a protester explains.The crowd wearing #GuyFawkes masks mar…"
jamie_ng_,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
ejburns1,"RT @thetimeusedtobe: #NOW at the Congregation Ceremony of HKUST.

Just received the news of 22y.o. student Chow's death, HKUST's vice-chanc…"
hanayuk51598707,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
JtHk852,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
inspiritforeve2,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
truthfor831,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
ericleung9999,"RT @Fight4HongKong: Workers’ lunchtime flashmob protests in remembrance of Chow Tsz-lok at Central, Causeway Bay, Kwun Tong, and Mong Kok t…"
littleotaku17,"RT @Fight4HongKong: 全港悼念周同學：

#HongKong-ers are holding gatherings in remembrance of Tsz-lok in different districts tonight. see below list…"
MsLee44418702,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
UFreedom85,"RT @Woppa1Woppa: TKO.  #HKPolice yells ""cockroach"" and fires their gun at a bunch of residents in Kwong Ming Court.  Never mind the unautho…"
maglev19,RT @HongKongFP: A new cartoon from Chinese artist @Badiucao after a student died following a fall during a police operation on Sunday. Full…
AliceWu0604,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
slemhk,Agree! Do something! #HongKongProtests https://t.co/isMol11otf
JtHk852,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
yuancooloo,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
Stacybquiet,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
TomT88696910,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
rigomadeira,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
Stacybquiet,"RT @Fight4HongKong: Workers’ lunchtime flashmob protests in remembrance of Chow Tsz-lok at Central, Causeway Bay, Kwun Tong, and Mong Kok t…"
tictoc,"🇭🇰 ""Give us the truth.""

Masked protesters marched in Hong Kong's Central business district to demand an investigat… https://t.co/mc9FmeXLGB"
NewsonWong,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
Kate61164505,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
superbowl131288,RT @HongKongFP: A new cartoon from Chinese artist @Badiucao after a student died following a fall during a police operation on Sunday. Full…
maimargaret1,"RT @FreedomHKG: StudentChow injured under Suspicious Circumstances!
#HongKongProtests #RipChow #HKHumanRightsandDemocracyAct 
#StandWithHon…"
nzwineful,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
the_audreyc,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
yoox5135,"RT @alvinllum: Evolution of slogans in #hongkongprotests:
- HKers keep it up! (June-late Sept/early Oct)
- HKers, resist! (After anti-mask…"
padTohka,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
hanayuk51598707,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
iamdominickwok,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
ruthtaka,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
rigomadeira,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
Hairless_object,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
rave_esque,"RT @frances_sit: A boy subdued at MTR station exit, after police arrived again to clear the road blocks #HongKongProtests https://t.co/sg6o…"
rave_esque,"RT @frances_sit: After cops left, protesters blocked the junction with traffic cones, rubbish bins etc again. #HongKongProtests https://t.c…"
truthfor831,RT @runningpepe60: (YET TO BE CONFIRMED) Another footage showing what possibly happened to the young man before he is found with severe hea…
bebubu2,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
hanayuk51598707,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
rave_esque,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
smilyakira7,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
szesze_lee,"RT @LawMic1: @SolomonYue Everyone of #Hongkongers is in anguish.  Sorry if any of us may sound impolite, we just cant afford to lose anothe…"
mallika0701,"RT @hardmaru: Adversarial Attack on Demand

“Inspired by the protests, this cap blocks facial recognition when used. Plans are available fo…"
hanayuk51598707,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
cadesu_,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
DSpeeth,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
Rzepsky,"RT @hardmaru: Adversarial Attack on Demand

“Inspired by the protests, this cap blocks facial recognition when used. Plans are available fo…"
gawabess,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
flora30639385,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
85df30c6df6d46b,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
Hairless_object,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
Mark48994372,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
inspiritforeve2,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
zerosiro,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
85df30c6df6d46b,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
LyMd55,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
GladysLai6,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
GalWhoSoldTora,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
vvvickie1,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
clairefelicite2,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
ChaFaBaby1,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
cross19841,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
TheMaou329,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
Teddybl39989726,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
LungZenoOpen,"RT @Fight4HongKong: 全港悼念周同學：

#HongKong-ers are holding gatherings in remembrance of Tsz-lok in different districts tonight. see below list…"
Mandy73585919,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
WongPrecila,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
Natalie0503,"RT @yuen_cecil: #HongKong students, many wearing banned black masks, chanted slogans at their graduation at the with some holding up banner…"
JtHk852,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
hk_dedicated,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
wong_zelos,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
BerAllie_,"@WSJ it's our rights so we choose to pay the right people to show our supports! or else, we are just paying ppl who… https://t.co/JGd6YBu7Lc"
GladysLai6,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
hkdemonow,"RT @frances_sit: After cops left, protesters blocked the junction with traffic cones, rubbish bins etc again. #HongKongProtests https://t.c…"
smilyakira7,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
Marlbo99241343,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
Kleinetomate1,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
Bobo_realHKers,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
hamnoosomma,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
ka920630,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
yuancooloo,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
michelle_cms,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
Edwardyu1996Yu,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
Charlie32272274,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
Kafka29138111,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
burnwithmee,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
mitsukiyaki,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
morinokinoko133,"RT @Fight4HongKong: Workers’ lunchtime flashmob protests in remembrance of Chow Tsz-lok at Central, Causeway Bay, Kwun Tong, and Mong Kok t…"
jockei3,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
yunswong,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
ashh88236848,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
FreeHongKongGo,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
wildcounterpar1,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
iamdominickwok,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
WongPrecila,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
lind0g,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
hamnoosomma,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
wong_kers,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
WongPrecila,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
Zeega333,RT @JOceanW: It’s graduation day and HKUST received the horrible news that one or their own passed away. Some students are putting up #anti…
Free_hkaddoil,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
Mandy73585919,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
HoAnnann,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
iamdominickwok,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
TTHEENDD,"RT @FreedomHKG: StudentChow injured under Suspicious Circumstances!
#HongKongProtests #RipChow #HKHumanRightsandDemocracyAct 
#StandWithHon…"
DecemberC9,"RT @Fight4HongKong: Chow Tsz-lok, a 22 year-old university student who fell from heights at a carpark during police operations on Nov 4th,…"
hkdemonow,RT @HongKongFP: A new cartoon from Chinese artist @Badiucao after a student died following a fall during a police operation on Sunday. Full…
michelle_cms,"RT @badiucao: A mainland student held a knife towards the graduates of CUHK and sang the Chinese National Anthem.

to b honest i think his…"
greenrain2008,RT @galileocheng: Stop police shooting in execution style #antiELAB #AntiMaskLaw #HongKongProtests https://t.co/CN8EKNmBMR
adelaid76506895,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
20Elaine,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
Mandy73585919,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
allornothing721,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
f_c2r,"RT @Fight4HongKong: 全港悼念周同學：

#HongKong-ers are holding gatherings in remembrance of Tsz-lok in different districts tonight. see below list…"
GunsGodandGlory,"@Huawei @edwindiender @debraruh @StreitzAbility @alvinfoo @hprfm Muzzle yourself, spies. The more you steal the mor… https://t.co/fP9uDe7mc4"
karukarubin,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
f_c2r,"RT @Fight4HongKong: Workers’ lunchtime flashmob protests in remembrance of Chow Tsz-lok at Central, Causeway Bay, Kwun Tong, and Mong Kok t…"
yuancooloo,"RT @LawMic1: @SolomonYue Everyone of #Hongkongers is in anguish.  Sorry if any of us may sound impolite, we just cant afford to lose anothe…"
smilyakira7,"RT @ivy0118: Red media is asking for cancellations of elections.
#HongKongProtests https://t.co/ClHdYZcile"
BruceTsang6,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
Mandy73585919,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
EddieWoo13,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
BeWaterHKG,"RT @hardmaru: Adversarial Attack on Demand

“Inspired by the protests, this cap blocks facial recognition when used. Plans are available fo…"
onecoolray,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
volans19,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
sosad21364974,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
altesojr,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
Miss_Rabbit333,RT @HongKongFP: A new cartoon from Chinese artist @Badiucao after a student died following a fall during a police operation on Sunday. Full…
ricecrow,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
seariousforhkg,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
Mi23154329,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
ryan111c,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
CTLau3,RT @liamstone_19: #HongKong protesters vandalized a  Genki Sushi branch and robbed the money. #HongKongProtests https://t.co/CoNE4ck5sX
haritho,"RT @frances_sit: A boy subdued at MTR station exit, after police arrived again to clear the road blocks #HongKongProtests https://t.co/sg6o…"
jameslu920,"RT @Fight4HongKong: 全港悼念周同學：

#HongKong-ers are holding gatherings in remembrance of Tsz-lok in different districts tonight. see below list…"
WongPrecila,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
Nomnomnivore2,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
yushu48466542,Cops showed up later from the west side of Des Voeux Rd to clear the intersection - not in riot gear. Crowd about 1… https://t.co/kLMk3gMAYJ
NewsonWong,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
DawninDark,RT @galileocheng: Hong Kong protests: Police officer lives double life as riot squad member and anti-government demonstrator https://t.co/i…
pepeqaqa,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
James69888,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
ellan_ou,"RT @Fight4HongKong: 周同學悼念活動
Chow Tsz-lok Memorial Service

There will be a memorial service for Chow Tsz-lok tonight:
When: Nov 8th (Fri) 2…"
RoteAnarchie,RT @JOceanW: Some at UST just took out their anger by vandalising Starbucks there. #hongkongprotests https://t.co/vDAd8clQYZ
jo_standwithhk,"RT @ROOT_HongKong: On Tue–2019.11.05 (Guy Fawkes Night), thousands of #HongKongers wearing #VforVendetta masks marched into The Urban Counc…"
karukarubin,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
GhostbLai,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
iamdominickwok,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
rodee55,"RT @IanthePilgrim: Cops used 'modified umbrella' without gloves in their presscon
How do i know whether cops modify the umbrella or not?
#H…"
